Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made
Stelios Haji-Ioannou,1.2,Cyprus,EasyJet,2378,54,"Monte Carlo, Monaco",Cyprus,Single,,"Master of Science, City University of London; Bachelor of Arts/Science, London School of Economics",FALSE
Alfredo Harp Helu & family,1.2,Mexico,banking,2378,77,"Mexico City, Mexico",Mexico,Married,4,,TRUE
Jaroslav Hascak,1.2,Slovakia,investments,2378,51,"Bratislava, Slovakia",Slovakia,Married,,,TRUE
Hong Seok-joh,1.2,South Korea,convenience stores,2378,68,"Seoul, South Korea",South Korea,Married,1,"Master of Laws, Harvard University; Law Degree, Seoul National University",FALSE
Hu Xiaojun & family,1.2,China,Airline,2378,59,"Guiyang, China",China,Married,,,TRUE
Huang Shanbing & family,1.2,China,semiconductors,2378,64,"Qidong, China",China,Married,,,TRUE
Huang Yimeng,1.2,China,mobile games,2378,39,"Shanghai, China",China,,,,TRUE
Jonas Kamprad,1.2,Sweden,IKEA,2378,55,"London, United Kingdom",Sweden,Married,2,,FALSE
Mathias Kamprad,1.2,Sweden,IKEA,2378,51,"London, United Kingdom",Sweden,Divorced,2,,FALSE
Peter Kamprad,1.2,Sweden,IKEA,2378,57,"Tervuren, Belgium",Sweden,Married,2,,FALSE
Eugene Kaspersky,1.2,Russia,software,2378,55,"Moscow, Russia",Russia,Divorced,4,"Bachelor of Arts/Science, Institute of Cryptography, Telecommunications and Computer Science (FSB Academy)",TRUE
Kim Dae-il,1.2,South Korea,mobile gaming,2378,41,"Anyang, South Korea",South Korea,Married,1,,TRUE
Kim Jung-woong,1.2,South Korea,cosmetics,2378,46,"Seoul, South Korea",South Korea,Married,1,"Associate in Arts/Science, Daelim University",TRUE
Kazutoshi Kobayashi,1.2,Japan,cosmetics,2378,58,"Tokyo, Japan",Japan,,,,FALSE
Masanori Kobayashi,1.2,Japan,cosmetics,2378,48,"Tokyo, Japan",Japan,,,,FALSE
Takao Kobayashi,1.2,Japan,cosmetics,2378,56,"Tokyo, Japan",Japan,,,,FALSE
Hakan Koc,1.2,Germany,online car sales,2378,36,"Berlin, Germany",Germany,,,"Bachelor of Law, Bucerius Law School",TRUE
Andrei Komarov,1.2,Russia,manufacturing,2378,54,"Moscow, Russia",Russia,Married,6,"Bachelor of Arts/Science, Moscow Institute of Chemical Engineering",TRUE
Koo Bon-joon,1.2,South Korea,"electronics, household products",2378,69,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Seoul National University; Master of Business Administration, University of Chicago",FALSE
Koo Bon-neung,1.2,South Korea,electronics,2378,72,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Korea University",FALSE
Koo Bon-sik,1.2,South Korea,LG,2378,62,"Seoul, South Korea",South Korea,Married,3,"Master, University of Michigan",FALSE
Kwek Leng Peck,1.2,Singapore,diversified,2378,65,"Singapore, Singapore",Singapore,Married,,,FALSE
Joe Lacob,1.2,United States,Golden State Warriors,2378,65,"Atherton, California",United States,Married,4,"Master of Business Administration, Stanford University; Masters of Public Health, UCLA; Bachelor of Arts/Science, University of California, Irvine",TRUE
Guy Laliberté,1.2,Canada,Cirque du Soleil,2378,61,"Montreal, Canada",Canada,In Relationship,5,,TRUE
Lee Jay-hyun,1.2,South Korea,"food products, entertainment",2378,61,"Seoul, South Korea",South Korea,Married,2,"Bachelor of Arts/Science, Korea University",FALSE
Li Fengluan,1.2,China,"steel, diversified",2378,59,"Ruzhou, China",China,Married,,,TRUE
Lin Jie & family,1.2,China,pharmaceuticals,2378,52,"Taizhou, China",China,Married,,,TRUE
Liu Baolin,1.2,China,pharmacies,2378,67,"Wuhan, China",China,Married,2,,TRUE
Liu Gexin & family,1.2,China,pharmaceuticals,2378,69,"Chengdu, China",China,Married,1,"Medical Doctor, Chongqing Universtiy",TRUE
Lou Guoqiang,1.2,China,copper,2378,64,"Ningbo, China",China,,,,TRUE
Lu Shenglin,1.2,China,machinery,2378,40,"Dongguan, China",China,,,,TRUE
Lu Zhilin,1.2,China,machinery,2378,38,"Dongguan, China",China,,,,TRUE
Frederic Luddy,1.2,United States,software,2378,66,"San Diego, California",United States,Single,1,"Drop Out, Indiana University",TRUE
Lun Ruixiang & family,1.2,China,real estate,2378,53,"Hong Kong, Hong Kong",China,Married,,,TRUE
Alexander Lutsenko & family,1.2,Russia,agribusiness,2378,59,Kaliningrad,Russia,Married,2,,TRUE
Bill Malhotra,1.2,Canada,real estate,2378,71,"Ottawa, Canada",Canada,Married,2,"Bachelor of Engineering, Birla Institute of Technology and Science (BITS) - Pilani",TRUE
Jorge Mas,1.2,United States,Construction,2378,58,"Miami, Florida",United States,Married,3,"Master of Business Administration, University of Miami",FALSE
Muneaki Masuda,1.2,Japan,retail,2378,70,"Osaka, Japan",Japan,Married,2,"Bachelor of Arts/Science, Doshisha University",TRUE
Andrei Molchanov,1.2,Russia,construction materials,2378,49,"Moscow, Russia",Russia,Married,6,"Masters of Public Administration, Russian State Academy of Management; Bachelor of Arts/Science, St Petersburg State University",TRUE
Ulrich Mommert & family,1.2,Austria,lighting,2378,80,,Austria,,,,TRUE
Taichiro Motoe,1.2,Japan,Internet services,2378,45,"Kashiwa, Japan",Japan,,,,TRUE
Mou Jinxiang,1.2,China,chemicals,2378,67,"Taizhou, China",China,,,,TRUE
Udo Mueller,1.2,Germany,advertising,2378,59,"Cologne, Germany",Germany,,,,TRUE
Nguyen Dang Quang,1.2,Vietnam,"consumer products, banking",2378,57,"Ho Chi Minh City, Vietnam",Vietnam,Married,3,,TRUE
Simon Nixon,1.2,United Kingdom,price comparison website,2378,53,"St. Brelade, Jersey, United Kingdom",United Kingdom,Single,,"Drop Out, Nottingham University",TRUE
Liora Ofer,1.2,Israel,investments,2378,67,"Tel Aviv, Israel",Israel,Separated,2,,FALSE
Roberto Ongpin,1.2,Philippines,diversified,2378,84,"Manila, Philippines",Philippines,Married,4,"Master of Business Administration, Harvard University",TRUE
Eren Ozmen,1.2,United States,aerospace,2378,62,"Reno, Nevada",United States,Married,2,"Master of Business Administration, University of Nevada at Reno",TRUE
Fatih Ozmen,1.2,United States,aerospace,2378,63,"Reno, Nevada",United States,Married,,,TRUE
Chamath Palihapitiya,1.2,United States,★,2378,44,"Atherton, California",United States,In Relationship,3,"Bachelor of Engineering, University of Waterloo",TRUE
Murdaya Poo,1.2,Indonesia,diversified,2378,80,"Jakarta, Indonesia",Indonesia,Married,4,,FALSE
G.V. Prasad,1.2,India,pharmaceuticals,2378,60,"Hyderabad, India",India,Married,3,"Bachelor of Science in Engineering, Illinois Institute of Technology; Master, Purdue University",FALSE
Michael Price,1.2,United States,investments,2378,68,"Far Hills, New Jersey",United States,Married,4,"Bachelor of Arts/Science, University of Oklahoma",FALSE
Qin Qingping & family,1.2,China,coal & coke,2378,58,"Dezhou, China",China,Married,,,TRUE
Qiu Dongxu,1.2,Canada,pharmaceutical,2378,61,"Tianjin, China",Canada,,,,TRUE
Rao Wei & family,1.2,China,pharmaceuticals,2378,56,"Shenzhen, China",China,,,"Doctorate, Wuhan University of Technology",TRUE
Andrei Rappoport,1.2,Russia,investments,2378,57,"Moscow, Russia",Russia,Married,2,"Bachelor of Arts/Science, Donetsk National University",TRUE
Dani Reiss,1.2,Canada,down jackets,2378,47,"Toronto, Canada",Canada,Married,,"Bachelor of Arts/Science, University of Toronto",FALSE
Ren Zhengfei,1.2,China,telecom equipment,2378,77,"Shenzhen, China",China,,,,TRUE
Duke Reyes,1.2,United States,beer distribution,2378,64,"Palm Beach, Florida",United States,Married,,,FALSE
Boris Rotenberg,1.2,Russia,"construction, pipes, chemicals",2378,64,"Moscow, Russia",Russia,Married,5,"Bachelor of Arts/Science, Leningrad Institute of Physical Culture",TRUE
Chris Sacca,1.2,United States,venture capital investing,2378,45,"Truckee, California",United States,Married,2,"Bachelor of Arts/Science, Georgetown University; Doctor of Jurisprudence, Georgetown University",TRUE
Alexander Samwer,1.2,Germany,tech investments,2378,46,"Munich, Germany",Germany,Married,1,"Master of Business Administration, Harvard Business School; Master of Arts, Oxford University",TRUE
Marc Samwer,1.2,Germany,tech investments,2378,50,"Munich, Germany",Germany,Married,2,"LLM, University of Cologne",TRUE
Hajime Satomi,1.2,Japan,"video games, pachinko",2378,79,"Tokyo, Japan",Japan,Married,3,,TRUE
James Scapa,1.2,United States,software,2378,64,"Atherton, California",United States,Married,4,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, University of Michigan",TRUE
Albert Shigaboutdinov,1.2,Russia,"refinery, chemicals",2378,68,"Kazan, Russia",Russia,Married,2,"Bachelor of Arts/Science, Kazan State Technical University",TRUE
Kavita Singhania,1.2,India,cement,2378,59,"Chennai, India",India,Widowed,,,FALSE
Ronald Slabke,1.2,Germany,fintech,2378,,"Berlin, Germany",Germany,,,,TRUE
Mike Speiser,1.2,United States,software,2378,50,"San Francisco, California",United States,Single,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Arizona",TRUE
Michael Steinhardt,1.2,United States,hedge funds,2378,80,"Mount Kisco, New York",United States,Married,,University of Pennsylvania,TRUE
Nik Storonsky,1.2,United Kingdom,fintech,2378,36,"London, United Kingdom",United Kingdom,Married,2,"Master of Science, Moscow Institute of Physics and Technology",TRUE
Sergei Sudarikov,1.2,Russia,"finance, development",2378,49,"Moscow, Russia",Russia,Married,3,"Master of Science, Moscow State University",TRUE
Winarko Sulistyo,1.2,Indonesia,paper and pulp,2378,75,"Jakarta, Indonesia",Indonesia,Married,1,,TRUE
Rustem Sulteev,1.2,Russia,"refinery, chemicals",2378,67,"Kazan, Russia",Russia,Married,2,"Bachelor of Arts/Science, Kazan Institute of Civil Engineering",TRUE
Sam Tarascio,1.2,Australia,real estate,2378,76,"Melbourne, Australia",Australia,Married,3,,TRUE
Nutchamai Thanombooncharoen,1.2,Thailand,energy drinks,2378,59,"Bangkok, Thailand",Thailand,Married,2,"Bachelor of Arts/Economics, Silpakorn University; Master of Arts, Thammasat University",TRUE
Laurie Tisch,1.2,United States,"insurance, NFL team",2378,70,"New York, New York",United States,Divorced,2,,FALSE
Steven Tisch,1.2,United States,insurance,2378,72,"Beverly Hills, California",United States,,5,,FALSE
Robert Toll,1.2,United States,home building,2378,80,"Miami Beach, Florida",United States,Married,5,"Bachelor of Arts/Science, Cornell University; LLB, University of Pennsylvania",TRUE
Thomas Tull,1.2,United States,"movies, investments",2378,50,"Pittsburgh, Pennsylvania",United States,Married,,,TRUE
Thongma Vijitpongpun,1.2,Thailand,real estate,2378,63,"Bangkok, Thailand",Thailand,Married,1,,TRUE
Thomas von Koch,1.2,Sweden,asset management,2378,55,"Hong Kong, Hong Kong",Sweden,Married,,,TRUE
Wan Feng & family,1.2,China,medical equipment,2378,52,"Shenzhen, China",China,,,,TRUE
Wang Fuji,1.2,China,pharmaceuticals,2378,,"Zhangzhou, China",China,,,,TRUE
Wang Jianyi,1.2,China,fiber optic cables,2378,58,"Hangzhou, China",China,Married,,"Associate in Arts/Science, Zhejiang University of Technology",TRUE
Wang Qunbin,1.2,China,conglomerate,2378,,"Shanghai, China",China,,,"Bachelor of Arts/Science, Fudan University",TRUE
Wang Ren-sheng,1.2,Taiwan,retail,2378,89,"Zhengzhou, China",Taiwan,Married,3,National Taitung University,TRUE
Wang Shumin,1.2,China,manufacturing,2378,64,"Beijing, China",China,,,,TRUE
Allan Wong,1.2,Hong Kong,electronics,2378,71,"Hong Kong, Hong Kong",Hong Kong,Widowed,2,"Bachelor of Science in Engineering, University of Hong Kong; Master of Science, University of Wisconsin",TRUE
Wu Li-gann,1.2,Taiwan,electronic components,2378,80,"Kaohsiung, Taiwan",Taiwan,Married,,"Bachelor of Arts/Science, Tunghai University",TRUE
Xiang Guangda,1.2,China,metals,2378,63,"Wenzhou, China",China,,,,TRUE
Xiong Haitao,1.2,China,plastics/investment,2378,57,"Guangzhou, China",China,Married,,,TRUE
Xu Guifen & family,1.2,China,food,2378,70,"Nanchang, China",China,Married,,,TRUE
Yao Liangbo,1.2,China,furniture retailing,2378,52,"Guangzhou, China",China,,,,TRUE
Yi Xianzhong & family,1.2,China,pharmaceuticals,2378,62,"Guangzhou, China",China,,,,TRUE
Yu Xuefeng,1.2,Canada,pharmaceuticals,2378,58,"Tianjin, China",Canada,,,,TRUE
Yuan Jiandong & family,1.2,China,pharmaceuticals,2378,,"Suzhou, China",China,,,"Bachelor of Arts/Science, Peking University; Doctorate, State University of New York at Albany",TRUE
Alan Zekelman,1.2,Canada,steel,2378,58,"Bloomfield Hills, Michigan",Canada,,,"Master of Science, University of Rochester; Bachelor of Commerce, University of Toronto",FALSE
Zhang Chuanwei & family,1.2,China,machinery,2378,58,"Zhongshan, China",China,Married,,,TRUE
Zhang Xi,1.2,China,chemicals,2378,47,"Dongying, China",China,Married,,"Master, University of Houston",TRUE
Zhang Xuanning,1.2,China,retail,2378,50,"Fuzhou, China",China,,,,TRUE
Zhao Dongping,1.2,China,technology,2378,44,"Changsha, China",China,,,,TRUE
Zheng Jianjiang & family,1.2,China,electrical equipment,2378,60,"Ningbo, China",China,Married,,,TRUE
Zheng Xiaodong,1.2,China,manufacturing,2378,57,"Shanghai, China",China,,,,TRUE
Zhou Minghua,1.2,China,pharmaceutical,2378,57,"Linhai, China",China,,,"Bachelor of Science, Zhejiang University of Technology",TRUE
Zhou Ruxin,1.2,China,Navigation,2378,58,"Beijing, China",China,,,"Master of Business Administration, Beijing University; Master of Science, Nankai University",TRUE
Zhou Wen & family,1.2,China,chemicals,2378,56,"Shanghai, China",China,Married,,,TRUE
Zhou Yifeng & family,1.2,China,liquefied petroleum gas,2378,42,"Zhangjiagang, China",China,Married,,,TRUE
Radhe Shyam Agarwal,1.1,India,consumer goods,2524,76,"Kolkata, India",India,Married,3,"LLB, Calcutta University; M.Com, Calcutta University; Chartered Accountant, Institute of Chartered Accountants of India; Company Secretary, Institute of Company Secretaries of India",TRUE
Danna Azrieli,1.1,Israel,Real estate,2524,53,"Herzliya, Israel",Israel,,,,FALSE
Naomi Azrieli,1.1,Canada,Real estate,2524,55,"Toronto, Canada",Canada,,,,FALSE
Sharon Azrieli,1.1,Canada,Real estate,2524,60,"Montreal, Canada",Canada,,,,FALSE
Bai Houshan,1.1,China,lithium battery,2524,57,"Ningbo, China",China,,,,TRUE
Binny Bansal,1.1,India,flipkart,2524,38,"Singapore, Singapore",India,Married,2,"Bachelor of Science in Engineering, Indian Institute of Technology",TRUE
Eduardo Belmont Anderson,1.1,Peru,cosmetics,2524,75,"Lima, Peru",Peru,Married,3,"Bachelor of Arts/Science, University of North Carolina, Chapel Hill",TRUE
John Bicket,1.1,United States,sensor systems,2524,41,"San Francisco, California",United States,Married,2,"Bachelor of Science, Cornell University; Master of Science, Massachusetts Institute of Technology",TRUE
Sanjit Biswas,1.1,United States,sensor systems,2524,39,"San Francisco, California",United States,Married,3,"Master of Science, Massachusetts Institute of Technology; Bachelor of Science, Stanford University",TRUE
Lloyd Blankfein,1.1,United States,banking,2524,66,"New York, New York",United States,Married,3,"Bachelor of Arts/Science, Harvard University; Doctor of Jurisprudence, Harvard University",TRUE
Thomas Bruch,1.1,Germany,retail,2524,71,"St. Wendel, Germany",Germany,Married,3,,FALSE
Cai Hongbin,1.1,China,pharmaceuticals,2524,,"Lianyungang, China",China,,,,TRUE
Cao Jianwei,1.1,China,semiconductors,2524,42,"Shangyu, China",China,,,,TRUE
Chen Jiancheng,1.1,China,manufacturing,2524,62,"Shangyu, China",China,Married,,"Master of Arts, Zhejiang University",TRUE
Chen Jinshi & family,1.1,China,"construction, real estate",2524,58,"Nantong, China",China,Married,,"EMBA, Fudan University",TRUE
Chen Yuantai,1.1,China,batteries,2524,53,"Ningde, China",China,,,,TRUE
Cheng Antares,1.1,Hong Kong,liquor,2524,63,"Hong Kong, Hong Kong",Hong Kong,,,,TRUE
Ron Corio,1.1,United States,solar,2524,59,"Albuquerque, New Mexico",United States,Divorced,2,,TRUE
Trudy Shan Dai,1.1,China,e-commerce,2524,45,"Hangzhou, China",China,,,,TRUE
Weili Dai,1.1,United States,semiconductors,2524,59,"Las Vegas, Nevada",United States,Married,2,"Bachelor of Arts/Science, University of California, Berkeley",TRUE
Henry Davis,1.1,United States,beef processing,2524,70,"Omaha, Nebraska",United States,Divorced,,"Bachelor of Arts/Science, University of Denver",FALSE
Charles Dunstone,1.1,United Kingdom,mobile phones,2524,57,"London, United Kingdom",United Kingdom,Married,,,TRUE
Feng Yuxia,1.1,China,pharmaceuticals,2524,56,"Beijing, China",China,Married,,,TRUE
Paul Fireman,1.1,United States,Reebok,2524,77,"Brookline, Massachusetts",United States,Married,3,,TRUE
Richard Fortin,1.1,Canada,convinience stores,2524,72,"Boucherville, Canada",Canada,,,,TRUE
Donald Friese,1.1,United States,manufacturing,2524,80,"Los Angeles, California",United States,Married,,,TRUE
Soichiro Fukutake,1.1,Japan,education,2524,75,"Auckland, New Zealand",Japan,Married,1,"Bachelor of Arts/Science, Waseda University",FALSE
Antonio Gallardo Ballart,1.1,Spain,pharmaceuticals,2524,85,"Barcelona, Spain",Spain,Married,3,,FALSE
Jorge Gallardo Ballart,1.1,Spain,pharmaceuticals,2524,79,"Barcelona, Spain",Spain,Married,3,,FALSE
Gao Xingjiang,1.1,China,steel,2524,57,"Huzhou, China",China,,,,TRUE
Rahul Gautam,1.1,India,mattresses,2524,68,"Delhi, India",India,Married,1,,FALSE
Simona Giorgetta,1.1,Italy,chemical products,2524,44,"Milan, Italy",Italy,,,,FALSE
Anne Gittinger,1.1,United States,Nordstrom department stores,2524,85,"Seattle, Washington",United States,Married,2,"Bachelor of Arts/Science, University of Washington",FALSE
Gaston Glock & family,1.1,Austria,guns,2524,92,"Velden am Wörther See, Austria",Austria,Married,3,,TRUE
Radhe Shyam Goenka,1.1,India,consumer goods,2524,75,"Kolkata, India",India,Married,3,"LLB, Calcutta University; M.Com, Calcutta University",TRUE
David Golub,1.1,United States,private equity,2524,59,"New York, New York",United States,,,"Bachelor of Arts/Economics, Harvard College; Master of Philosophy, Oxford University; Master of Business Administration, Stanford Business School",TRUE
Guo Jianqiang,1.1,China,Electrical appliances,2524,53,"Foshan, China",China,,,,TRUE
Polys Haji-Ioannou,1.1,Cyprus,EasyJet,2524,61,"Monaco, Monaco",Cyprus,Married,2,,FALSE
Fahed Hariri,1.1,Lebanon,"construction, investments",2524,40,"London, United Kingdom",Lebanon,Married,3,,FALSE
Ho Kuang-chi,1.1,Taiwan,Restaurants,2524,58,"Beijing, China",Taiwan,Married,,,TRUE
Ming Hsieh,1.1,United States,Fulgent Genetics,2524,65,"Los Angeles, California",United States,Married,2,"Bachelor of Arts/Science, University of Southern California; Master of Science, University of Southern California",TRUE
Hu Rongda & family,1.1,China,chemicals,2524,62,"Jinhua, China",China,,,,TRUE
Huang Qiaolong & family,1.1,China,tourism,2524,61,"Hangzhou, China",China,Married,,,TRUE
Mohammed Ibrahim,1.1,United Kingdom,communications,2524,75,"London, United Kingdom",United Kingdom,Married,2,"Bachelor of Arts/Science, University of Alexandria; Ph.D, University of Birmingham; Master, University of Bradford",TRUE
